"Holdings","Weighting","Type","Ticker","Style","First Bought","Shares Owned","Shares Change","Sector","Market Value","Price","Day Change","Day high/low","Volume","52-Wk high/low","Country","3-Month Return","1-Year Return","3-Year Return","5-Year Return","Market Cap Mil","Currency","Morningstar Rating","YTD Return","P/E","Maturity Date","Coupon %","Yield to Maturity"
"MGIC Investment Corp","0.23","EQUITY","MTG","Small Value","2008-03-31","5565793","357750","Financial Services","62336882","-","-","-","-","-","-","8.66","57.7","16.45","69.26","4324.4","USD","-","14.52","12.55","-","-","-"
"Hancock Holding Co","0.23","EQUITY","HBHC","Small Value","2003-06-30","1269486","-15191","Financial Services","62204814","-","-","-","-","-","-","-4.25","63.86","14.81","11.06","3904.78","USD","-","8.31","19.33","-","-","-"
"Healthsouth Corp","0.23","EQUITY","HLS","Small Value","2013-06-30","1278093","-14055","Healthcare","61859701","-","-","-","-","-","-","-9.32","3.34","5.43","15.54","4211.03","USD","-","4.58","15.51","-","-","-"
"Ashland Global Holdings Inc","0.23","EQUITY","ASH","Small Value","2017-05-31","930079","456661","Basic Materials","61301507","-","-","-","-","-","-","0.69","8.65","7.49","12.88","3950.36","USD","-","12.47","-","-","-","-"
"First Horizon National Corp","0.23","EQUITY","FHN","Small Value","2013-06-30","3512960","-49463","Financial Services","61195763","-","-","-","-","-","-","-3.73","23.11","17.02","17.87","4153.55","USD","-","-10.44","18.29","-","-","-"
"Cinemark Holdings Inc","0.23","EQUITY","CNK","Mid Core","2008-06-30","1573867","-87118","Consumer Cyclical","61144733","-","-","-","-","-","-","-7.92","7.45","7.7","12.91","4556.77","USD","-","3.55","16.51","-","-","-"
"Portland General Electric Co","0.22","EQUITY","POR","Small Value","2006-12-31","1337857","-20975","Utilities","61126686","-","-","-","-","-","-","2","6.88","15.45","13.25","4048.78","USD","1","6.44","20.29","-","-","-"
"Umpqua Holdings Corp","0.22","EQUITY","UMPQ","Small Value","2005-06-30","3310515","-52788","Financial Services","60781055","-","-","-","-","-","-","3.13","27.08","7.32","11.84","4095.81","USD","-","0.75","17.88","-","-","-"
"Cracker Barrel Old Country Store Inc","0.22","EQUITY","CBRL","Small Core","2004-06-30","361168","-6069","Consumer Cyclical","60405348","-","-","-","-","-","-","-3.42","3.37","21.66","23.58","3679.72","USD","-","-4.15","18.55","-","-","-"
"Crane Co","0.22","EQUITY","CR","Mid Value","2003-06-30","759772","-1742","Industrials","60310701","-","-","-","-","-","-","-2.87","23.08","5.72","15.74","4543.35","USD","-","6.61","35.13","-","-","-"
"The Scotts Miracle Gro Co A","0.22","EQUITY","SMG","Mid Core","2013-06-30","671162","-14543","Basic Materials","60042153","-","-","-","-","-","-","9.58","24.69","25.13","21.48","5774.87","USD","-","2.5","28.6","-","-","-"
"Dun & Bradstreet Corp","0.22","EQUITY","DNB","Small Core","2014-03-31","554306","-8083","Industrials","59948194","-","-","-","-","-","-","3.17","-17.48","2.41","10.44","4187.12","USD","3","-5.63","47.68","-","-","-"
"Apple Hospitality REIT Inc","0.22","EQUITY","APLE","Small Core","2015-09-30","3182649","-59000","Real Estate","59547363","-","-","-","-","-","-","-2.69","-3.68","-","-","4055.05","USD","-","-5.51","25.61","-","-","-"
"US Foods Holding Corp","0.22","EQUITY","USFD","Mid Growth","2016-05-31","2168907","132712","Consumer Defensive","59037649","-","-","-","-","-","-","-0.42","19.79","-","-","6307.01","USD","-","3.31","28.2","-","-","-"
"Equity Commonwealth","0.22","EQUITY","EQC","Small Value","2003-06-30","1863498","-31452","Real Estate","58886537","-","-","-","-","-","-","-1.17","4.64","5.22","11.91","3862.9","USD","-","2.94","36.2","-","-","-"
"Validus Holdings Ltd","0.22","EQUITY","VR","Small Value","2013-06-30","1129260","-19223","Financial Services","58687642","-","-","-","-","-","-","-2.36","11.02","16.48","13.85","4271.29","USD","-","-0.91","14.69","-","-","-"
"United Bankshares Inc","0.22","EQUITY","UBSI","Small Value","2003-06-30","1496164","-21481","Financial Services","58649629","-","-","-","-","-","-","-13.44","-3.75","7","12.09","3662.63","USD","-","-23.11","17.72","-","-","-"
"Owens-Illinois Inc","0.22","EQUITY","OI","Small Value","2013-06-30","2443809","-37359","Consumer Cyclical","58455911","-","-","-","-","-","-","11.79","27.13","-8.22","5.71","3892.74","USD","2","37.28","17.07","-","-","-"
"Patterson Companies Inc","0.21","EQUITY","PDCO","Small Core","2016-12-31","1240203","-30883","Healthcare","58227531","-","-","-","-","-","-","-12.73","-15.05","2.77","4.69","3779.5","USD","4","-2.53","21.55","-","-","-"
"MSC Industrial Direct Co Inc","0.21","EQUITY","MSM","Small Core","2015-12-31","677303","-7905","Industrials","58220966","-","-","-","-","-","-","-20.13","0.73","-2.7","3.46","4040.81","USD","4","-21.74","17.74","-","-","-"
"EMCOR Group Inc","0.21","EQUITY","EME","Small Core","2011-06-30","889782","-21762","Industrials","58173947","-","-","-","-","-","-","0.63","21.17","18.19","20.51","3947.8","USD","-","-5.38","19.74","-","-","-"
"United States Steel Corp","0.21","EQUITY","X","Small Value","2013-06-30","2623564","-10563","Basic Materials","58085707","-","-","-","-","-","-","10.9","-8.62","-10.78","2.48","4119.17","USD","2","-28.36","81.21","-","-","-"
"Ryder System Inc","0.21","EQUITY","R","Small Value","2011-12-31","804690","-11903","Industrials","57921586","-","-","-","-","-","-","6.86","16.55","-3.69","15.26","3847.65","USD","-","-1.26","17.33","-","-","-"
"Tech Data Corp","0.21","EQUITY","TECD","Small Core","2004-12-31","572777","34426","Technology","57850477","-","-","-","-","-","-","10.21","38.49","18.85","17.35","4011.51","USD","-","24.24","19.52","-","-","-"
"WPX Energy Inc Class A","0.21","EQUITY","WPX","Small Value","2013-06-30","5972719","-80261","Energy","57696466","-","-","-","-","-","-","-5.71","7.21","-21.02","-7.12","4139.04","USD","2","-28.55","-","-","-","-"
"Associated Banc-Corp","0.21","EQUITY","ASB","Small Value","2013-12-31","2288103","-30537","Financial Services","57660196","-","-","-","-","-","-","-7.39","27.98","11.85","14.69","3548.99","USD","-","-4.09","16.87","-","-","-"
"Teradata Corp","0.21","EQUITY","TDC","Small Growth","2015-12-31","1942194","-42315","Technology","57275301","-","-","-","-","-","-","9.85","2.08","-9.84","-15.18","4125.96","USD","-","17.45","24.74","-","-","-"
"DST Systems Inc","0.21","EQUITY","DST","Small Value","2013-06-30","927761","-49281","Technology","57242854","-","-","-","-","-","-","-12.67","-11.29","6.65","17.33","3283.67","USD","-","0","9","-","-","-"
"Williams-Sonoma Inc","0.21","EQUITY","WSM","Small Value","2017-03-31","1173913","569760","Consumer Cyclical","56934781","-","-","-","-","-","-","-14.05","-7.9","-10.37","8.55","3966.23","USD","4","-3.02","13.39","-","-","-"
"The Hanover Insurance Group Inc","0.21","EQUITY","THG","Small Value","2003-06-30","639086","-10313","Financial Services","56642192","-","-","-","-","-","-","12.57","23.1","19.56","25.16","4153.91","USD","-","8.39","21","-","-","-"
"Rayonier Inc","0.2","EQUITY","RYN","Small Core","2014-12-31","1935190","57387","Basic Materials","55675416","-","-","-","-","-","-","9.02","13.31","-0.79","0.78","3797.84","USD","3","12.71","15.68","-","-","-"
"Envision Healthcare Corp","0.2","EQUITY","EVHC","Mid Core","2016-12-31","882920","-13968","Healthcare","55332596","-","-","-","-","-","-","-3.41","-20.54","4.5","13.88","6557.06","USD","-","-11.85","-","-","-","-"
"CoreLogic Inc","0.2","EQUITY","CLGX","Small Growth","2013-06-30","1271523","-47615","Industrials","55158668","-","-","-","-","-","-","6.44","16.02","18.85","14.58","3834.36","USD","-","23.49","41.35","-","-","-"
"Weingarten Realty Investors","0.2","EQUITY","WRI","Small Core","2015-03-31","1832335","-25947","Real Estate","55153284","-","-","-","-","-","-","1.49","-19.17","4.07","7.46","4194.14","USD","-","-6.59","22.28","-","-","-"
"The GEO Group Inc","0.2","EQUITY","GEO","Small Value","2011-06-30","1864649","6405","Real Estate","55137671","-","-","-","-","-","-","-7.32","41.13","13.3","20.66","3483.3","USD","-","23.02","20.43","-","-","-"
"ONE Gas Inc","0.2","EQUITY","OGS","Small Value","2014-02-28","787726","-11257","Utilities","54991152","-","-","-","-","-","-","7.77","17.72","28.91","-","3856.42","USD","-","16.67","25.71","-","-","-"
"Curtiss-Wright Corp","0.2","EQUITY","CW","Small Core","2002-03-31","598247","-13859","Industrials","54907110","-","-","-","-","-","-","8.31","9.46","15.02","26.56","4281.38","USD","-","-1.12","21.8","-","-","-"
"Regal Beloit Corp","0.2","EQUITY","RBC","Small Core","1998-12-31","673234","-10723","Industrials","54902233","-","-","-","-","-","-","6.93","43.49","7.27","6.1","3761.76","USD","-","21.95","18.21","-","-","-"
"ALLETE Inc","0.2","EQUITY","ALE","Small Value","2013-12-31","764296","-327","Utilities","54784737","-","-","-","-","-","-","7.67","22.13","19.3","15.09","3769.79","USD","-","16.92","21.76","-","-","-"
"LPL Financial Holdings Inc","0.2","EQUITY","LPLA","Small Core","2015-09-30","1289415","60282","Financial Services","54748561","-","-","-","-","-","-","7.84","82.81","1.61","12.68","4148.74","USD","-","32.38","20.05","-","-","-"
"Kirby Corp","0.2","EQUITY","KEX","Small Core","2015-06-30","811597","28649","Industrials","54255259","-","-","-","-","-","-","-11.55","14.48","-19.15","2.64","3329.47","USD","3","-7.29","25.48","-","-","-"
"Black Hills Corp","0.2","EQUITY","BKH","Small Value","2013-12-31","803063","-9118","Utilities","54182661","-","-","-","-","-","-","2.33","16.12","12.07","19.58","3716.13","USD","-","14.77","34.93","-","-","-"
"BankUnited Inc","0.2","EQUITY","BKU","Small Value","2011-12-31","1605154","14506","Financial Services","54109741","-","-","-","-","-","-","0.94","22.09","7.01","9.83","3752.99","USD","-","-5.09","16.34","-","-","-"
"Keysight Technologies Inc","0.2","EQUITY","KEYS","Mid Value","2016-03-31","1387512","-10702","Technology","54015842","-","-","-","-","-","-","8.92","47","-","-","7763.21","USD","-","14.52","21.26","-","-","-"
"Synnex Corp","0.2","EQUITY","SNX","Mid Core","2004-06-30","449754","-7607","Industrials","53952490","-","-","-","-","-","-","9.59","18.67","23.3","29.07","4722.47","USD","-","-1.68","16.96","-","-","-"
"CNO Financial Group Inc","0.2","EQUITY","CNO","Small Value","2013-10-31","2574396","-81612","Financial Services","53753388","-","-","-","-","-","-","9.26","52.42","14.21","23.85","3934.76","USD","-","22.45","10.98","-","-","-"
"ITT Corp","0.2","EQUITY","ITT","Small Core","2011-12-31","1332916","-17982","Industrials","53556565","-","-","-","-","-","-","1.05","29.92","-2.84","16.89","3723.63","USD","-","9.5","19.8","-","-","-"
"Sensient Technologies Corp","0.2","EQUITY","SXT","Small Core","2003-06-30","665004","-12935","Basic Materials","53552772","-","-","-","-","-","-","-7.24","2.92","13.76","17.77","3296.84","USD","3","-4.06","31.7","-","-","-"
"Extended Stay America Inc","0.2","EQUITY - UNITS","STAY","Small Value","2016-03-31","2761657","-5888","Consumer Cyclical","53465680","-","-","-","-","-","-","10.33","45.17","-2.06","-","3719.96","USD","-","22.23","53.72","-","-","-"
"Sunstone Hotel Investors Inc","0.2","EQUITY","SHO","Small Value","2016-06-30","3312000","-51281","Real Estate","53389440","-","-","-","-","-","-","5.59","30.11","9.51","13.5","3613.4","USD","-","8.13","21.29","-","-","-"
"Bank of Hawaii Corp","0.2","EQUITY","BOH","Small Core","2013-12-31","641896","-10416","Financial Services","53258111","-","-","-","-","-","-","1.42","27.1","16.68","14.55","3580.84","USD","-","-4.15","19.63","-","-","-"
"Hawaiian Electric Industries Inc","0.19","EQUITY","HE","Small Value","2003-06-30","1633710","-24768","Utilities","52899530","-","-","-","-","-","-","-0.69","11.87","16.38","6.56","3586.59","USD","2","1.6","14.34","-","-","-"
"Radian Group Inc","0.19","EQUITY","RDN","Small Value","2008-03-31","3231767","-43317","Financial Services","52839390","-","-","-","-","-","-","4.6","38.43","12.23","43.86","3780.62","USD","-","-2.25","12.37","-","-","-"
"W.P. Carey Inc","0.19","EQUITY","WPC","Mid Value","2017-06-30","800441","800441","Real Estate","52837110","-","-","-","-","-","-","13.44","3","6.64","13.01","7284.34","USD","-","19.11","27.47","-","-","-"
"MB Financial Inc","0.19","EQUITY","MBFI","Small Core","2003-06-30","1197177","-16299","Financial Services","52723675","-","-","-","-","-","-","-6.17","10.76","17.82","16.94","3474.04","USD","-","-11.43","18.41","-","-","-"
"STERIS PLC","0.19","EQUITY","STE","Mid Core","2009-12-31","638217","-10431","Healthcare","52014686","-","-","-","-","-","-","9.98","18.35","18.5","21.91","7012.71","USD","-","23.22","64.44","-","-","-"
"Two Harbors Investment Corp","0.19","EQUITY","TWO","Small Value","2010-12-31","5241669","-71307","Real Estate","51944940","-","-","-","-","-","-","2.03","21.95","7.76","7.82","3419.4","USD","-","18.23","6.67","-","-","-"
"Primerica Inc","0.19","EQUITY","PRI","Small Core","2010-12-31","683822","-15789","Financial Services","51799517","-","-","-","-","-","-","-3.24","64.34","21.48","25.33","3740.29","USD","-","19.42","17.2","-","-","-"
"Chemical Financial Corp","0.19","EQUITY","CHFC","Small Value","2003-06-30","1068935","-8801","Financial Services","51747143","-","-","-","-","-","-","-3.74","15.44","22.17","17.89","3353.83","USD","-","-11.96","21.05","-","-","-"
"Taubman Centers Inc","0.19","EQUITY","TCO","Small Value","2015-06-30","866598","-11922","Real Estate","51605911","-","-","-","-","-","-","-7.68","-25.78","-2.74","-2","3402.21","USD","-","-22.51","43.44","-","-","-"
"New Jersey Resources Corp","0.19","EQUITY","NJR","Small Value","2003-06-30","1298616","-19998","Utilities","51555055","-","-","-","-","-","-","8.69","22.75","22.14","15.78","3716.84","USD","1","22.42","19.26","-","-","-"
"Valmont Industries Inc","0.19","EQUITY","VMI","Small Core","2014-12-31","339614","12964","Industrials","50806254","-","-","-","-","-","-","0.65","17.97","2.47","4.91","3420.27","USD","-","7.98","18.76","-","-","-"
"LaSalle Hotel Properties","0.19","EQUITY","LHO","Small Value","2015-12-31","1701222","-26952","Real Estate","50696416","-","-","-","-","-","-","2.65","12.72","-1.45","6.18","3277.51","USD","-","-2.03","28.51","-","-","-"
"UMB Financial Corp","0.19","EQUITY","UMBF","Small Core","2003-06-30","674439","-10705","Financial Services","50488504","-","-","-","-","-","-","-4.04","28.8","9.18","8.86","3499.07","USD","-","-8.32","19.94","-","-","-"
"Deluxe Corp","0.19","EQUITY","DLX","Small Value","2005-06-30","729052","-13654","Industrials","50464979","-","-","-","-","-","-","-1.54","5.98","9.78","21.89","3393.99","USD","-","-1.15","15.03","-","-","-"
"First Industrial Realty Trust Inc","0.19","EQUITY","FR","Small Core","2003-06-30","1762377","-24463","Real Estate","50439230","-","-","-","-","-","-","9.91","7.07","21.49","20.36","3643.29","USD","-","9.88","31.02","-","-","-"
"Legg Mason Inc","0.19","EQUITY","LM","Small Value","2016-03-31","1317766","-22629","Financial Services","50285951","-","-","-","-","-","-","4.84","17.19","-5.1","10.06","3604.94","USD","3","28.92","17.46","-","-","-"
"MFA Financial Inc","0.18","EQUITY","MFA","Small Value","2003-06-30","5955742","-51882","Real Estate","49968675","-","-","-","-","-","-","9.05","23.16","10.78","10.84","3455.96","USD","-","19.53","11.04","-","-","-"
"Chimera Investment Corp","0.18","EQUITY","CIM","Small Value","2013-06-30","2680380","-43744","Real Estate","49935479","-","-","-","-","-","-","1.52","25.95","16.07","22.42","3537.76","USD","-","16.57","5.41","-","-","-"
"Fulton Financial Corp","0.18","EQUITY","FULT","Small Value","2007-06-30","2627704","-20473","Financial Services","49926376","-","-","-","-","-","-","-2.36","35.92","20.08","16.07","3162.79","USD","-","-2.55","18.85","-","-","-"
"Terex Corp","0.18","EQUITY","TEX","Small Growth","2011-12-31","1320530","-136275","Industrials","49519875","-","-","-","-","-","-","18.75","65.51","5.52","16.04","3525.94","USD","2","25.59","-","-","-","-"
"Cabela's Inc","0.18","EQUITY","CAB","Small Core","2017-03-31","828959","409595","Consumer Cyclical","49256744","-","-","-","-","-","-","-5.91","2.89","-3.42","2.35","3606.84","USD","-","-10.61","27.12","-","-","-"
"CoreCivic Inc","0.18","EQUITY","CXW","Small Value","2016-11-30","1775593","-21620","Real Estate","48970855","-","-","-","-","-","-","-15.3","-0.38","0.79","6.81","3213.67","USD","-","14.64","14.32","-","-","-"
"Empire State Realty Trust Inc Class A","0.18","EQUITY","ESRT","Mid Core","2013-12-31","2357709","-7388","Real Estate","48969616","-","-","-","-","-","-","2.64","2.87","10.45","-","6652.63","USD","2","5.4","52.67","-","-","-"
"Cable One Inc","0.18","EQUITY","CABO","Small Value","2015-07-31","68833","-974","Communication Services","48933380","-","-","-","-","-","-","14.79","47.06","-","-","4358.25","USD","-","22.94","41.63","-","-","-"
"Omega Healthcare Investors Inc","0.18","EQUITY","OHI","Mid Value","2004-12-31","1478943","-12319","Real Estate","48834698","-","-","-","-","-","-","-0.28","-6.98","1.15","11.59","6104.08","USD","-","5.05","15.18","-","-","-"
"The Timken Co","0.18","EQUITY","TKR","Small Value","2014-09-30","1055313","-11642","Industrials","48808226","-","-","-","-","-","-","-4.72","37.14","1.81","12.95","3479.58","USD","-","13.93","22.13","-","-","-"
"ProAssurance Corp","0.18","EQUITY","PRA","Small Core","2003-06-30","802322","-11675","Financial Services","48781178","-","-","-","-","-","-","-2.24","21.19","17.08","10.37","3113","USD","-","4.84","17.99","-","-","-"
"Visteon Corp","0.18","EQUITY","VC","Small Core","2011-12-31","477636","-23548","Consumer Cyclical","48747530","-","-","-","-","-","-","10.24","57.79","16.14","40.36","3472.54","USD","-","38.66","24.81","-","-","-"
"Dana Inc","0.18","EQUITY","DAN","Small Value","2011-06-30","2173305","-26580","Consumer Cyclical","48529901","-","-","-","-","-","-","20.05","88.38","3.28","15.02","3508.57","USD","-","28.4","5.17","-","-","-"
"Transocean Ltd","0.18","EQUITY","RIG","Small Value","2016-03-31","5878715","-67847","Energy","48381824","-","-","-","-","-","-","-12.28","-16.25","-33.49","-21.42","3548.04","USD","2","-38.47","-","-","-","-"
"The Brink's Co","0.18","EQUITY","BCO","Small Core","2008-12-31","719706","33785","Industrials","48220302","-","-","-","-","-","-","24.18","112.22","42.03","28.05","3796.18","USD","-","83.27","43.47","-","-","-"
"Outfront Media Inc","0.18","EQUITY","OUT","Small Value","2015-09-30","2083780","1025375","Real Estate","48176994","-","-","-","-","-","-","-2.05","3.85","-2.01","-","3130.69","USD","-","-6.27","32.27","-","-","-"
"H&R Block Inc","0.18","EQUITY","HRB","Mid Core","2017-03-31","1557006","-25195","Consumer Cyclical","48127055","-","-","-","-","-","-","20.55","29.94","0.44","16.55","6290.5","USD","-","32.88","15.35","-","-","-"
"Spire Inc","0.18","EQUITY","SR","Small Value","2000-06-30","689189","25155","Utilities","48070933","-","-","-","-","-","-","10.39","12.8","20.32","14.96","3624.48","USD","-","17.97","22.15","-","-","-"
"Belden Inc","0.18","EQUITY","BDC","Small Value","2013-12-31","635417","-8951","Technology","47929504","-","-","-","-","-","-","-1.67","2.25","2.34","16.55","3065.96","USD","-","-2.86","27.27","-","-","-"
"White Mountains Insurance Group Ltd","0.18","EQUITY","WTM","Small Growth","2013-06-30","54979","-828","Financial Services","47756409","-","-","-","-","-","-","-1.99","3.15","11.17","10.85","3887.33","USD","-","1.8","166.36","-","-","-"
"Erie Indemnity Co Class A","0.18","EQUITY","ERIE","Mid Core","2013-06-30","381528","-6622","Financial Services","47717707","-","-","-","-","-","-","7.43","31.06","22.3","16.65","6638.2","USD","-","14.98","31.74","-","-","-"
"Conduent Inc","0.18","EQUITY","CNDT","-","2017-01-31","2989220","45245","Industrials","47648167","-","-","-","-","-","-","-3.65","-","-","-","3483.08","USD","-","11.68","-","-","-","-"
"PolyOne Corp","0.18","EQUITY","POL","Small Core","2013-06-30","1229161","-26717","Basic Materials","47617697","-","-","-","-","-","-","-6.43","5.09","-0.85","20.14","2971.49","USD","-","14.23","17.3","-","-","-"
"Nu Skin Enterprises Inc Class A","0.17","EQUITY","NUS","Small Core","2014-12-31","754566","-35598","Consumer Defensive","47416927","-","-","-","-","-","-","12.21","15.64","3.64","6.48","3201.6","USD","-","28.32","20.33","-","-","-"
"Colfax Corp","0.17","EQUITY","CFX","Mid Value","2015-12-31","1202067","-18391","Industrials","47325378","-","-","-","-","-","-","7.1","41.54","-13.21","6.18","5102.31","USD","-","15.42","32.65","-","-","-"
"EnerSys","0.17","EQUITY","ENS","Small Value","2005-06-30","652847","-10897","Technology","47298765","-","-","-","-","-","-","-11.56","17.07","5.31","16.77","3163.52","USD","-","-6.22","20.02","-","-","-"
"Tenneco Inc","0.17","EQUITY","TEN","Small Core","2013-06-30","812910","-28313","Consumer Cyclical","47010585","-","-","-","-","-","-","-6.29","0.18","-5.08","13.97","2918.8","USD","3","-12.76","8.17","-","-","-"
"Southwest Gas Holdings Inc","0.17","EQUITY","SWX","Small Value","1998-06-30","643318","-45668","Utilities","47000813","-","-","-","-","-","-","-3.2","7.82","20.37","14.55","3822.35","USD","-","6.13","26.35","-","-","-"
"Chemed Corp","0.17","EQUITY","CHE","Small Growth","2013-06-30","229673","-5739","Healthcare","46975019","-","-","-","-","-","-","-4.68","38.45","25.85","27.2","3166.07","USD","-","23.75","49","-","-","-"
"First Solar Inc","0.17","EQUITY","FSLR","Mid Core","2012-06-30","1176112","-17172","Technology","46903347","-","-","-","-","-","-","40.13","9.74","-8.75","22.97","5009.95","USD","3","49.52","-","-","-","-"
"SLM Corp","0.17","EQUITY","SLM","Mid Core","2014-06-30","4064768","0","Financial Services","46744832","-","-","-","-","-","-","-12.61","52.93","7.13","12.35","4725.45","USD","-","-0.64","17.66","-","-","-"
"Rite Aid Corp","0.17","EQUITY","RAD","Small Value","2013-06-30","15830373","7789078","Consumer Defensive","46699600","-","-","-","-","-","-","-41.46","-66.33","-29.43","14.58","2454.17","USD","-","-71.72","-","-","-","-"
"Tegna Inc","0.17","EQUITY","TGNA","Small Value","2013-06-30","3228971","3228971","Consumer Cyclical","46529472","-","-","-","-","-","-","-12.68","6.21","-5.31","16.28","2871.74","USD","-","2.71","7.15","-","-","-"
"National Health Investors Inc","0.17","EQUITY","NHI","Small Core","2003-06-30","585391","6809","Real Estate","46362967","-","-","-","-","-","-","6.18","1.78","12.41","11.41","3102.44","USD","-","4.62","18.37","-","-","-"
"Flowers Foods Inc","0.17","EQUITY","FLO","Small Value","2016-09-30","2673771","-197869","Consumer Defensive","46282976","-","-","-","-","-","-","-5.7","4.2","0.11","7.44","3705.49","USD","-","-9.66","22.42","-","-","-"
"Brandywine Realty Trust","0.17","EQUITY","BDN","Small Value","2003-06-30","2635960","-39271","Real Estate","46208379","-","-","-","-","-","-","1.6","5.2","6.64","10.35","2976.37","USD","-","5.69","188.56","-","-","-"
"Piedmont Office Realty Trust Inc","0.17","EQUITY","PDM","Small Core","2013-06-30","2185487","-35569","Real Estate","46070066","-","-","-","-","-","-","-3.57","0","6.09","7.29","2994.18","USD","-","0.43","46.77","-","-","-"
"CACI International Inc Class A","0.17","EQUITY","CACI","Small Core","2007-12-31","367728","-5077","Technology","45984386","-","-","-","-","-","-","1.02","37.91","23.03","18.31","3148.69","USD","-","3.58","19.75","-","-","-"
"PNM Resources Inc","0.17","EQUITY","PNM","Small Value","2003-06-30","1197462","-20007","Utilities","45802922","-","-","-","-","-","-","12.31","25.96","20.71","16.76","3281.73","USD","-","22.24","23.68","-","-","-"
"Kennametal Inc","0.17","EQUITY","KMT","Small Value","2003-06-30","1211271","-14464","Industrials","45325761","-","-","-","-","-","-","-7.99","41.68","-2.65","1.66","2953.12","USD","-","18.55","-","-","-","-"
"Tribune Media Co A","0.17","EQUITY","TRCO","Small Value","2015-09-30","1110969","-23977","Consumer Cyclical","45294206","-","-","-","-","-","-","3.69","28.15","-13.01","-","3546.54","USD","-","34.56","-","-","-","-"
"Alcoa Corp","0.17","EQUITY","AA","Mid Growth","2016-11-30","1385700","-21035","Basic Materials","45243105","-","-","-","-","-","-","20.55","-","-","-","6897.99","USD","2","33.26","43.01","-","-","-"
"Stifel Financial Corp","0.17","EQUITY","SF","Small Core","2016-03-31","978035","-11381","Financial Services","44970049","-","-","-","-","-","-","1.54","38.79","2.87","10.59","3421.13","USD","3","0.06","35.2","-","-","-"
"Aspen Insurance Holdings Ltd","0.17","EQUITY","AHL","Small Core","2004-12-31","902061","-12214","Financial Services","44967741","-","-","-","-","-","-","-5.81","8.82","8.55","12.28","2905.43","USD","-","-10.89","19.66","-","-","-"
"MasTec Inc","0.17","EQUITY","MTZ","Small Core","2014-12-31","995053","-11827","Industrials","44926643","-","-","-","-","-","-","-1.38","75.83","15.79","18.82","3544.06","USD","-","12.03","20.02","-","-","-"
"Barnes Group Inc","0.17","EQUITY","B","Small Core","2013-12-31","767513","-14146","Industrials","44922536","-","-","-","-","-","-","10.79","54.49","22.02","21.46","3253.41","USD","-","28.01","21.13","-","-","-"
"Washington Federal Inc","0.16","EQUITY","WAFD","Small Core","2000-06-30","1345385","-19448","Financial Services","44666782","-","-","-","-","-","-","-1.18","37.16","19.06","17.76","2944.58","USD","-","-1.02","17.53","-","-","-"
"Energizer Holdings Inc","0.16","EQUITY","ENR","Small Core","2015-07-31","929793","-14433","Technology","44648660","-","-","-","-","-","-","-25.27","-14.67","-","-","2549.88","USD","-","-6.43","13.68","-","-","-"
